,,,TSLA,,,,,,,,Meta,,,,,,,,AMZN,,,,,,,,AAPL,,,
Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume
2011-01-21,1.541333,1.572667,1.514,1.536,1.536,18255000,,2012-12-13,27.59,28.75,27.43,28.24,28.24,81051600,,1997-12-08,0.227083,0.238542,0.226042,0.235417,0.235417,95328000,,1981-07-09,0.108259,0.108259,0.107701,0.107701,0.08368,32883200
2011-01-24,1.568667,1.654,1.548667,1.632667,1.632667,24676500,,2012-12-14,28.18,28.33,26.76,26.809999,26.809999,91631600,,1997-12-09,0.233333,0.238542,0.230208,0.234375,0.234375,26640000,,1981-07-10,0.099888,0.099888,0.09933,0.09933,0.077176,55171200
2011-01-25,1.643333,1.659333,1.601333,1.645333,1.645333,19072500,,2012-12-17,26.77,27,26.32,26.75,26.75,57742500,,1997-12-10,0.229167,0.23125,0.219792,0.225521,0.225521,28896000,,1981-07-13,0.101563,0.102121,0.101563,0.101563,0.078911,45740800
2011-01-26,1.647333,1.658667,1.606667,1.65,1.65,16198500,,2012-12-18,26.959999,27.91,26.9,27.709999,27.709999,60512900,,1997-12-11,0.219792,0.241667,0.219792,0.234375,0.234375,100296000,,1981-07-14,0.106027,0.107143,0.106027,0.106027,0.082379,19779200
2011-01-27,1.649333,1.672,1.635333,1.661333,1.661333,13435500,,2012-12-19,27.83,28.219999,26.950001,27.41,27.41,61390300,,1997-12-12,0.232292,0.240104,0.220313,0.227083,0.227083,53448000,,1981-07-15,0.108817,0.109375,0.108817,0.108817,0.084547,10953600
2011-01-28,1.658667,1.658667,1.583333,1.600667,1.600667,15726000,,2012-12-20,27.49,27.6,27.129999,27.360001,27.360001,35574800,,1997-12-15,0.229167,0.233333,0.220313,0.229167,0.229167,33888000,,1981-07-16,0.111607,0.112723,0.111607,0.111607,0.086714,15232000
2011-01-31,1.603333,1.608,1.566667,1.606667,1.606667,12454500,,2012-12-21,26.66,27.01,26.120001,26.26,26.26,54555200,,1997-12-16,0.232292,0.232292,0.222917,0.222917,0.222917,33744000,,1981-07-17,0.115513,0.116071,0.115513,0.115513,0.089749,19824000
2011-02-01,1.620667,1.648667,1.569333,1.594,1.594,10617000,,2012-12-24,26.5,26.959999,26.200001,26.93,26.93,28230100,,1997-12-17,0.21875,0.222917,0.21276,0.219531,0.219531,122808000,,1981-07-20,0.108259,0.108259,0.107701,0.107701,0.08368,23654400
2011-02-02,1.610667,1.612,1.578,1.596,1.596,8542500,,2012-12-26,27.030001,27.18,26.379999,26.51,26.51,33175400,,1997-12-18,0.217708,0.221354,0.211458,0.214583,0.214583,64080000,,1981-07-21,0.107701,0.107701,0.107143,0.107143,0.083246,31942400
2011-02-03,1.588,1.593333,1.543333,1.575333,1.575333,7680000,,2012-12-27,26.549999,26.799999,25.52,26.049999,26.049999,43481700,,1997-12-19,0.211458,0.226042,0.208333,0.225,0.225,95064000,,1981-07-22,0.102121,0.102121,0.101004,0.101004,0.078476,22668800
2011-02-04,1.562667,1.578,1.548,1.564,1.564,8160000,,2012-12-28,25.48,26.110001,25.15,25.91,25.91,56574800,,1997-12-22,0.225,0.239063,0.221615,0.234896,0.234896,87048000,,1981-07-23,0.103795,0.104353,0.103795,0.103795,0.080645,34451200
2011-02-07,1.550667,1.550667,1.525333,1.538,1.538,13426500,,2012-12-31,26.200001,26.99,26.110001,26.620001,26.620001,60374500,,1997-12-23,0.234375,0.236979,0.23125,0.23125,0.23125,23544000,,1981-07-24,0.107143,0.107701,0.107143,0.107143,0.083246,28851200
2011-02-08,1.585333,1.683333,1.533333,1.632667,1.632667,52573500,,2013-01-02,27.440001,28.18,27.42,28,28,69846400,,1997-12-24,0.23125,0.235417,0.223438,0.230208,0.230208,46728000,,1981-07-27,0.111607,0.112165,0.111607,0.111607,0.086714,17337600
2011-02-09,1.608667,1.612,1.519333,1.547333,1.547333,39534000,,2013-01-03,27.879999,28.469999,27.59,27.77,27.77,63140600,,1997-12-26,0.228125,0.232292,0.224479,0.226042,0.226042,9744000,,1981-07-28,0.108259,0.108259,0.107701,0.107701,0.08368,22848000
2011-02-10,1.550667,1.576,1.520667,1.548,1.548,12541500,,2013-01-04,28.01,28.93,27.83,28.76,28.76,72715400,,1997-12-29,0.229167,0.239063,0.226563,0.2375,0.2375,51048000,,1981-07-29,0.106585,0.106585,0.106027,0.106027,0.082379,15500800
2011-02-11,1.55,1.583333,1.529333,1.55,1.55,9517500,,2013-01-07,28.690001,29.790001,28.65,29.42,29.42,83781800,,1997-12-30,0.241667,0.245313,0.239063,0.242448,0.242448,125712000,,1981-07-30,0.109933,0.111049,0.109933,0.109933,0.085414,9900800
2011-02-14,1.576,1.609333,1.536667,1.538667,1.538667,19246500,,2013-01-08,29.51,29.6,28.860001,29.059999,29.059999,45871300,,1997-12-31,0.24375,0.252083,0.242188,0.251042,0.251042,88920000,,1981-07-31,0.111607,0.112165,0.111607,0.111607,0.086714,10953600
2011-02-15,1.534,1.544667,1.504,1.522667,1.522667,14305500,,2013-01-09,29.67,30.6,29.49,30.59,30.59,104787700,,1998-01-02,0.25,0.25,0.239844,0.247917,0.247917,33216000,,1981-08-03,0.111607,0.111607,0.110491,0.110491,0.085847,12432000
2011-02-16,1.54,1.664667,1.538,1.648667,1.648667,61726500,,2013-01-10,30.6,31.450001,30.280001,31.299999,31.299999,95316400,,1998-01-05,0.244271,0.246875,0.235417,0.2375,0.2375,71808000,,1981-08-04,0.112165,0.112723,0.112165,0.112165,0.087148,31673600
2011-02-17,1.642,1.699333,1.57,1.573333,1.573333,39276000,,2013-01-11,31.280001,31.959999,31.1,31.719999,31.719999,89598000,,1998-01-06,0.234896,0.24375,0.233333,0.241927,0.241927,83496000,,1981-08-05,0.115513,0.116071,0.115513,0.115513,0.089749,17494400
2011-02-18,1.555333,1.566,1.530667,1.545333,1.545333,35560500,,2013-01-14,32.080002,32.209999,30.620001,30.950001,30.950001,98892800,,1998-01-07,0.241667,0.241667,0.234635,0.239063,0.239063,54504000,,1981-08-06,0.113281,0.113281,0.112723,0.112723,0.087582,10528000
2011-02-22,1.525333,1.533333,1.452,1.458,1.458,30969000,,2013-01-15,30.639999,31.709999,29.879999,30.1,30.1,173242600,,1998-01-08,0.234896,0.235156,0.226563,0.230729,0.230729,120312000,,1981-08-07,0.112723,0.113281,0.112723,0.112723,0.087582,9206400
2011-02-23,1.478667,1.5,1.407333,1.455333,1.455333,24084000,,2013-01-16,30.209999,30.35,29.530001,29.85,29.85,75332700,,1998-01-09,0.233333,0.233333,0.211458,0.213021,0.213021,132864000,,1981-08-10,0.112723,0.112723,0.112723,0.112723,0.087582,0
2011-02-24,1.452,1.505333,1.433333,1.502,1.502,15829500,,2013-01-17,30.08,30.42,30.030001,30.139999,30.139999,40256700,,1998-01-12,0.208333,0.219271,0.207292,0.215104,0.215104,148032000,,1981-08-11,0.110491,0.110491,0.109375,0.109375,0.08498,71456000
2011-02-25,1.520667,1.59,1.512667,1.574,1.574,20194500,,2013-01-18,30.309999,30.440001,29.27,29.66,29.66,49631500,,1998-01-13,0.217188,0.233333,0.216146,0.232292,0.232292,146424000,,1981-08-12,0.107701,0.107701,0.107143,0.107143,0.083246,26275200
2011-02-28,1.582667,1.606667,1.566667,1.592667,1.592667,15768000,,2013-01-22,29.75,30.889999,29.74,30.73,30.73,55243300,,1998-01-14,0.232813,0.24375,0.23125,0.24375,0.24375,170112000,,1981-08-13,0.104353,0.104353,0.103795,0.103795,0.080645,27484800
2011-03-01,1.603333,1.621333,1.58,1.596,1.596,16596000,,2013-01-23,31.1,31.5,30.799999,30.82,30.82,48899800,,1998-01-15,0.239583,0.250521,0.239583,0.247656,0.247656,120288000,,1981-08-14,0.103237,0.103237,0.102121,0.102121,0.079344,24192000
2011-03-02,1.588,1.618667,1.582,1.601333,1.601333,9949500,,2013-01-24,31.27,31.49,30.809999,31.08,31.08,43845100,,1998-01-16,0.247917,0.248958,0.238542,0.239583,0.239583,51264000,,1981-08-17,0.099888,0.099888,0.098772,0.098772,0.076742,18905600
2011-03-03,1.632,1.652667,1.604,1.624,1.624,9603000,,2013-01-25,31.41,31.93,31.129999,31.540001,31.540001,54363600,,1998-01-20,0.241146,0.250521,0.240625,0.247656,0.247656,109344000,,1981-08-18,0.097656,0.097656,0.09654,0.09654,0.075008,17001600
2011-03-04,1.632,1.666,1.585333,1.663333,1.663333,23701500,,2013-01-28,31.879999,32.509998,31.809999,32.470001,32.470001,59682500,,1998-01-21,0.246875,0.258333,0.24375,0.253646,0.253646,174768000,,1981-08-19,0.09654,0.09654,0.095424,0.095424,0.074141,20675200
2011-03-07,1.662,1.693333,1.646667,1.662667,1.662667,30504000,,2013-01-29,32,32.07,30.709999,30.790001,30.790001,72976500,,1998-01-22,0.253646,0.263542,0.251042,0.256771,0.256771,189432000,,1981-08-20,0.09654,0.097098,0.09654,0.09654,0.075008,17113600
2011-03-08,1.64,1.664,1.6,1.644,1.644,20998500,,2013-01-30,30.98,31.49,30.879999,31.24,31.24,87682100,,1998-01-23,0.267188,0.267188,0.246875,0.246875,0.246875,182376000,,1981-08-21,0.09096,0.09096,0.089844,0.089844,0.069805,41910400
2011-03-09,1.644,1.666,1.618,1.648,1.648,13872000,,2013-01-31,29.15,31.469999,28.74,30.98,30.98,190744900,,1998-01-26,0.248958,0.249479,0.236979,0.240625,0.240625,94248000,,1981-08-24,0.084821,0.084821,0.084263,0.084263,0.065469,23072000
2011-03-10,1.629333,1.632667,1.582,1.600667,1.600667,15255000,,2013-02-01,31.01,31.02,29.629999,29.73,29.73,85856700,,1998-01-27,0.240885,0.243229,0.233333,0.2375,0.2375,82080000,,1981-08-25,0.086496,0.087054,0.086496,0.086496,0.067204,40700800
2011-03-11,1.59,1.616667,1.568667,1.604667,1.604667,13962000,,2013-02-04,29.059999,29.200001,28.01,28.110001,28.110001,92362200,,1998-01-28,0.2375,0.241667,0.23125,0.238542,0.238542,105864000,,1981-08-26,0.085379,0.085379,0.084821,0.084821,0.065903,33600000
2011-03-14,1.588,1.6,1.546667,1.55,1.55,17490000,,2013-02-05,28.26,28.959999,28.040001,28.639999,28.639999,47948200,,1998-01-29,0.239583,0.249479,0.239063,0.247917,0.247917,96720000,,1981-08-27,0.085379,0.085938,0.085379,0.085379,0.066336,25916800
2011-03-15,1.48,1.530667,1.453333,1.53,1.53,19782000,,2013-02-06,28.74,29.290001,28.66,29.049999,29.049999,38375900,,1998-01-30,0.25,0.253125,0.244271,0.245833,0.245833,74448000,,1981-08-28,0.089844,0.090402,0.089844,0.089844,0.069805,38035200
2011-03-16,1.524,1.55,1.512667,1.521333,1.521333,17545500,,2013-02-07,29.110001,29.15,28.27,28.65,28.65,34540100,,1998-02-02,0.247396,0.260417,0.246875,0.259896,0.259896,138264000,,1981-08-31,0.089844,0.090402,0.089844,0.089844,0.069805,40947200
